,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
485538,485539,B001RVFERK,A3A1OA237FOZFK,#1 Amazon Fan,0,0,5,1296950400,This picky eater loves them!,"I was a little hesitant to try these, especially after reading such mixed reviews although overall they were positive. However, I liked the idea that they are healthier than regular chips and I figured they would be great for school lunches, quick snacks, etc. I decided to give them a try and figured if we did not like them, they could be donated.  I ordered a mixed case the first time around to see which flavors we liked more (or less) and thought that would give us a good sampling.  After deciding we liked most of the flavors, we decided to try other ones as well.<br /><br />Despite the flavor preferences, these chips do not taste like cardboard.  At first taste, they are a little crunchier and thicker than you might expect. I think this is a good thing, because it means they are not heavily-laden with oil.  The 0.8 oz bags are 100 calories each as well, which is much better than the other alternatives and gives you the enjoyment of chips without the extra calories, trans fat, etc.<br /><br />I have included a summary of opinions below from myself, friends and family for each flavor:<br /><br />Sea Salt & Vinegar - Great, the absolute favorite flavor for everyone<br />BBQ - Very good, I'm not crazy about BBQ to begin with but would say this flavor is ""sweet"" BBQ. Everyone else loved them.<br />Cheddar - Very Good, probably close in preference to the BBQ<br />Original Potato - Good, but a little salty (seems to fluctuate somewhat between bags)<br />Salt & Pepper - Good, everyone liked them but preferred other flavors more<br />Parmesan Garlic - Good, but overall was 50/50. You definitely taste more parmesan than garlic and most people were expecting the latter.<br />Sour Cream & Onion - Not so good, no one really liked these enough to want more or to even finish the bag<br /><br />I know taste is a very subjective thing, but I hope this review helps someone decide to give these a try. I did get them at a reduced price through subscribe & save, and shortly after my first order, Amazon had them on the Gold Box for an even better price.  I think the average price per bag came out to approximately forty six cents a bag and had free shipping under my prime account."
485539,485540,B001RVFERK,A3A1OA237FOZFK,#1 Amazon Fan,0,0,5,1296950400,Love them & I'm a picky eater,"I was a little hesitant to try these, especially after reading such mixed reviews although overall they were positive. However, I liked the idea that they are healthier than regular chips and I figured they would be great for school lunches, quick snacks, etc. I decided to give them a try and figured if we did not like them, they could be donated.  I ordered a mixed case the first time around to see which flavors we liked more (or less) and thought that would give us a good sampling.  After deciding we liked most of the flavors, we decided to try other ones as well.<br /><br />Despite the flavor preferences, these chips do not taste like cardboard.  At first taste, they are a little crunchier and thicker than you might expect. I think this is a good thing, because it means they are not heavily-laden with oil.  The 0.8 oz bags are 100 calories each as well, which is much better than the other alternatives and gives you the enjoyment of chips without the extra calories, trans fat, etc.<br /><br />I have included a summary of opinions below from myself, friends and family for each flavor:<br /><br />Sea Salt & Vinegar - Great, the absolute favorite flavor for everyone<br />BBQ - Very good, I'm not crazy about BBQ to begin with but would say this flavor is ""sweet"" BBQ. Everyone else loved them.<br />Cheddar - Very Good, probably close in preference to the BBQ<br />Original Potato - Good, but a little salty (seems to fluctuate somewhat between bags)<br />Salt & Pepper - Good, everyone liked them but preferred other flavors more<br />Parmesan Garlic - Good, but overall was 50/50. You definitely taste more parmesan than garlic and most people were expecting the latter.<br />Sour Cream & Onion - Not so good, no one really liked these enough to want more or to even finish the bag<br /><br />I know taste is a very subjective thing, but I hope this review helps someone decide to give these a try. I did get them at a reduced price through subscribe & save, and shortly after my first order, Amazon had them on the Gold Box for an even better price.  I think the average price per bag came out to approximately forty six cents a bag and had free shipping under my prime account."
485540,485541,B001RVFERK,A3A1OA237FOZFK,#1 Amazon Fan,0,0,5,1296950400,From a picky eater - I love these,"I was a little hesitant to try these, especially after reading such mixed reviews although overall they were positive. However, I liked the idea that they are healthier than regular chips and I figured they would be great for school lunches, quick snacks, etc. I decided to give them a try and figured if we did not like them, they could be donated.  I ordered a mixed case the first time around to see which flavors we liked more (or less) and thought that would give us a good sampling.  After deciding we liked most of the flavors, we decided to try other ones as well.<br /><br />Despite the flavor preferences, these chips do not taste like cardboard.  At first taste, they are a little crunchier and thicker than you might expect. I think this is a good thing, because it means they are not heavily-laden with oil.  The 0.8 oz bags are 100 calories each as well, which is much better than the other alternatives and gives you the enjoyment of chips without the extra calories, trans fat, etc.<br /><br />I have included a summary of opinions below from myself, friends and family for each flavor:<br /><br />Sea Salt & Vinegar - Great, the absolute favorite flavor for everyone<br />BBQ - Very good, I'm not crazy about BBQ to begin with but would say this flavor is ""sweet"" BBQ. Everyone else loved them.<br />Cheddar - Very Good, probably close in preference to the BBQ<br />Original Potato - Good, but a little salty (seems to fluctuate somewhat between bags)<br />Salt & Pepper - Good, everyone liked them but preferred other flavors more<br />Parmesan Garlic - Good, but overall was 50/50. You definitely taste more parmesan than garlic and most people were expecting the latter.<br />Sour Cream & Onion - Not so good, no one really liked these enough to want more or to even finish the bag<br /><br />I know taste is a very subjective thing, but I hope this review helps someone decide to give these a try. I did get them at a reduced price through subscribe & save, and shortly after my first order, Amazon had them on the Gold Box for an even better price.  I think the average price per bag came out to approximately forty six cents a bag and had free shipping under my prime account."
485541,485542,B001RVFERK,A2ABD9X340BR3I,karinkrupa,0,0,5,1296777600,great chips,I love these chips!!  I am a potato chip lover and these satisfy my craving for chips without all the fat and calories!!
485542,485543,B001RVFERK,A1LLUBUSFOL9SZ,A. Deal Finder,0,0,5,1296604800,"Mmmm, Mmmm, love these chips!",Love the taste of these chips; I guess they are a little better for you than other snack chips. Have a unique flavor. I only get these on Amazon when they have a good sale. Great alternative every so often.
485543,485544,B001RVFERK,A2QAHT9FICLK0Q,"J. Kelley ""JanJan""",0,0,5,1296604800,Can't eat just one!,"I hadn't had Cheddar Popchips before and as soon as they arrived, I started ""pop""ing.  WOW ~ very tasty!  around $1.25 a bag with 3 servings (I open the bag and immediately put them in snack bags), it's about 50 cents a bag.  Well worth it with a weight watcher points plus value of 1 !  These are also fantastic by crumbling them on top of casseroles after cooking.  They have a lot of flavor to offer!  I can't say enough about them.  Buy and find out for yourself ~ give yourself a treat!"
485544,485545,B001RVFERK,A1I3WLRL0AD81Y,Donna Thomas-Krabbe,0,0,5,1296604800,Great Taste,"Can't find these in individual size packages locally so this has answered my family's needs.  Have tried most of the varieties, but we prefer the original flavor."
485545,485546,B001RVFERK,AIDER0U54CSFQ,MichelleR,0,0,5,1296604800,Great Chip Alternative!,"For WW, this is great. Don't get me wrong, I still enjoy regular chips the best, but this is a close second. Great price!"
485546,485547,B001RVFERK,A1GS8K0TSHCX84,A. L'Heureux,0,0,5,1296432000,Popchips are amazing!,"An entire bag of the 3-ounce Popchips are only 360 calories and are very low in fat. I can snack on this or even replace lunch with some of them. There is just the right amount of salt and, despite being produced very unlike traditional chips, the expected crunch is still present. The only complaint I have is that the material of the chip is actually fairly coarse and if you're eating them quickly, I find the roof of my mouth gets a little raw."
485547,485548,B001RVFERK,A1AFTXJSHVYNR5,A,0,0,5,1296172800,Wonderful Flavor,These chips are wonderful. The BBQ and the Salt and Vinegar are both great. The serving size is very generous and the texture of the chip is great. I got these when they were the Deal of the Day and I'm very surprised at how great they taste!
485548,485549,B001RVFERK,A2DEB8DJ3MYSN2,ashleygranger,0,0,5,1295568000,Yum!,"I LOVE pop chips!  I like salty snacks and having one this low calorie is great.  I did think that the single serve bags of salt and vinegar has less flavor than the bigger bags, so I think next time I buy in bulk I'll get the bigger bags."
485549,485550,B001RVFERK,A3LA7JFUWHKBEW,"Bryce's Mom ""Jennifer""",0,0,5,1295222400,Excellent low fat chip,"These are great chips!  They have just as much flavor as a full fat chip and all of the crunch, but they are at least moderately healthy.  I pack them in my husband's and children's lunches.  Everyone loves them."
485550,485551,B001RVFERK,ANCGLF4A1FJCL,linda,0,0,5,1294963200,"Healthy, Tasty and Weight Watchers friendly!","I frequently eat Popchips with a sandwich for lunch. As an avid Weight Watchers Lifetime Member (and Leader), I enjoy them without guilt as they are Weight Watchers friendly. I love it that they are a healthy alternative to regular chips yet satisfy my craving for ""salty."""
485551,485552,B001RVFERK,A2YUXFOUTV9CSZ,jessica nizich,0,0,5,1294790400,Great BBQ flavor with a satisfying crunch,"These are nothing like chips, but they are very yummy. The bbq flavor is delicious. The texture is light and crunchy. Costco sells a large bag for $5. I also bought the lunch size on Amazon of 24 .8 bags. These don't taste like a diet food and are very satisfying. They are not greasy."
485552,485553,B001RVFERK,A1WLK5S6F2TD4V,Cortney,0,0,5,1292198400,BBQ Pop Chips are AMAZING!,"I love these chips, they are healthier than regular ones and taste great. Lots of bbq flavor, not just a sprinkling like some other chips."
485553,485554,B001RVFERK,AOSV7VXZQ1EI2,Colette Vallee,0,0,5,1292025600,Great Flavor,"I have tried a couple of flavors and the cheddar is by far my favorite.  The Sour Cream/Onion has an off-putting sweet yet salty powder.  These are a little high in sodium and they are not like regular chips, but they are a delicious chip-like snack.  I recommend the individual serving packs because it is very easy to eat more than one serving of the larger bags."
485554,485555,B001RVFERK,A3KT5JU7RD4Q4O,Jin,0,0,3,1291766400,"Great chip, little salty for me.","I ordered this box of potato chips a few months ago. I love the popchips, it tastes great.<br />One thing I have problem is it's little too salty for me. Anyone who has less tolerance of salt should be careful."
485555,485556,B001RVFERK,A254G2J906B7YD,"Gloria Trout ""Cindy Gerard fan""",0,0,5,1291507200,Great diet snack food.,You get a lot of flavor for 100 calories with these Pop Chips. I hesitated ordering them until I heard Jullian Michaels (trainer from the Biggest Loser) mention it as a substitute for potato chips. So glad that I ordered them.
485556,485557,B001RVFERK,A39222ZAUZUN9W,Nana99,0,0,5,1291161600,Best Chips Ever,"These chips are a regular in my house now.  In fact they are the only chips I buy.  The BBQ flavor is my favorite.  I buy these in single serving packs because if I buy a bigger bag, it is too hard to stop eating them."
485557,485558,B001RVFERK,AHCD2VXWGXF8X,acfdsteve,0,0,5,1290988800,The best I've ever eaten,"Without doubt the best chips I've ever had, other chips really should take a lesson from this company, try them bet you cannt eat just one"
485558,485559,B001RVFERK,AUG4K0USM185C,Miami teacher,0,0,5,1290902400,"Tasty, crunchy and healthier than regular chips","I have tried all of the flavors of Popchips and the Original is my favorite.  You know those chips Munchos that you get at convenience stores?  Well, these kind of remind me of them but they are: 1) tastier, 2) less salty, 3) less processed tasting and 4) better for you.  These are great snacking chips, good with dip, but definitely great on their own.  Crunchy and delicious!  If you like potato chips, you will definitely like Popchips.  Only thing that is weird is that some of the bags are saltier than others - I am not sure why."
485559,485560,B001RVFERK,A23R4JI2Q9CKDR,almost baby product expert,0,0,3,1290816000,Ok,"I like that it's not greasy and has less calories, but it's a little salty side, and it doesn't taste like potato chips I'm used to. It tastes like rice cakes with a hint of potato flavor (I guess that's how 'pop'things taste like). I like that it's less of a guilty pleasure, but I don't think I will buy it again."
485560,485561,B001RVFERK,A1ZH9LWMX5UCFJ,"K. Stuckey ""kateling""",0,0,5,1290384000,tasty treat,"I got to sample some of these at a food show and they were pretty good. The original flavor and texture kind of reminded me of Munchos. The barbecue is good too, very sweet, like KC Masterpiece. And the sour cream and chives is pretty good as well. If I was looking for a quick ""salty"" fix, I would definitely go with the original. They are very light and airy, different!"
485561,485562,B001RVFERK,A1RQTFGFW3HWM1,tayloredone,0,0,5,1290297600,BEWARE: ADDICTIVE :-),"These healthy chips are beyond delicious. Only wish they made them in larger bags but then again, I would be eating twice as much and cheaper to buy by the case on Amazon then in the store."
485562,485563,B001RVFERK,A1VWY3BJOQZCGC,Love them in Maine,0,0,5,1290124800,Great Chips with less calories,These chips are delicious and good for you.  I buy the small bags and they are just right to eat with your lunch or for a snack.  I would recommend them to anyone who loves chips but doesn't like all the fat and calories.
485563,485564,B001RVFERK,A1BCJRK9AO9GAX,"T. Master ""rocket nerd""",0,0,5,1289692800,Healthier alternative for chip fix,"In the last 8 years or so, there's been a potato chip Renaissance in the US.  I hadn't eaten potato chips in years, as the taste vs. unhealthy comparison always came up negative.  With the introduction of Kettle Chips brand and widespread availibity of them and Route 11, and competition from the big manfacturers, the chip bar has been raised.  However, they haven't gotten any healthier, so I try to keep them still as a ""sometimes"" snack.<br /><br />I'd seen Popchips in the store, and had wondered if they were any good, but never made the plunge.  Amazon was offering them at a discount price, and with the other reviews adding to my curiosity, I went for it...and was happy with the results.<br /><br />Popchips have a different texture than traditional potato chips.  They are a bit fluffier with more thickness.  I'd put the texture somewhere between Munchos and a mini-rice cake.  However, they still have a satisfying potato chip crunch and potato flavor.  I am typically a salt & vinegar chip fan, but in the case of Popchips, the BBQ is the real standout.  The BBQ flavor is the perfect mix of sweet and spicy, with just a little bit of tanginess.  Every friend who we've introduced to them has been pleasantly surprised and gone off to buy their own.<br /><br />If the health factor wasn't part of the equation - would I choose Popchips over Kettle Brand?  For most varieties, its probably a no - potato chips still have a great crunch that's hard to give up.  But for BBQ, I think that Popchips has it nailed - their flavor is better than any other BBQ chip I've had, so they come out on top.  And at considerably less calories and fat - it's a no brainer."
485564,485565,B001RVFERK,AIKM0N5G1L82S,laceymom,0,0,5,1289606400,New Favorite Chips,"There is no comparison to those other ""low fat"" chips.  These are the best I've tasted bar none.  Can't wait til they are sold in more local stores!! Awesome."
485565,485566,B001RVFERK,A1EXYHLKXX7I14,G8rTiff,0,0,5,1289260800,Great tasting,"They arent too salt and vinegary, but still have the flavor of it.  Very good tasting.  Crispy."
485566,485567,B001RVFERK,A35TLTMSGU62K0,Jack,0,0,5,1289260800,"Popchips, variety pack","I love this product.  The only suggestion I could make to improve it, would be to allow the customer to select the combination of flavors."
485567,485568,B001RVFERK,ARMRXR9X7IM6T,Nancie,0,0,5,1289260800,Excellent,These chips are delicious and healthy. My husband takes a bag to work every day!
485568,485569,B001RVFERK,AW1PJWBUB5ZNN,AJones,0,0,4,1288742400,Good!!,I like these chips a lot! They're better for me than regular potato chips which is why I bought them in the first place.<br /><br />I do wish there more in the little bags but I get that they are only supposed to be a serving so it's not a huge problem.
485569,485570,B001RVFERK,ABISMZFPXY5E7,"Cajun Thibodeaux ""+Sacre Couer""",0,0,5,1288569600,Worth Every Penny,My husband is just crazy about these chips!  This is a great deal and they are so delicious!  They are also quite healthy as far as potato chips are concerned.  Enjoy!
485570,485571,B001RVFERK,A1HNBS6ICM87LS,Customer,0,0,3,1287878400,"Not too bad, not that good -","They're ok, but not much flavor in the Sea Salt & Vinegar flavor. I might try the multigrain flavor."
485571,485572,B001RVFERK,A21W4RPB0G9992,Kobe's Girl,0,0,5,1287705600,delicious,the chips are delicious. great snack to grab because the bags are small. I have all my freinds hooked on them Great alternative to regular potato chips and tastes just as good
485572,485573,B001RVFERK,A3GE3IO1AS3A8E,mopps,0,0,5,1287619200,popchips,Absolutely my favorite junk food. Bought 2 cases which were to last a couple months...yea right.
485573,485574,B001RVFERK,A2JFRJPWWPFYE3,"Cesar Trujillo ""Cesar""",0,0,4,1287446400,salty,a little too salty for me but tasty.  I hope my taste buds aren't just acting up.  They were a large portion though.  That surprised me.
485574,485575,B001RVFERK,A1FS3GMCEMFB2Q,Sara,0,0,2,1287446400,Am i the only one who these give gas?,"and they definitely do, being as i tried out this whole 24 pack. They taste alright and not too much fat or calories but i dont know why but they give me gas!! At first I was confused but then I realised when I ate them is when Id later stink up the room. Never again!"
485575,485576,B001RVFERK,A1N12WODE6NBRJ,Raghav Chadha,0,0,2,1287360000,Too much vinegar,"I bought these chips looking at its sale rank as one of the most sold chips on amazon.com. Unfortunately, I was highly disappointed. Way too much vinegar and they aren't like regular potato chips, some weird ""pops""."
485576,485577,B001RVFERK,A2NO1TXXS9T0EE,BruteNStones,2,2,4,1312761600,"Great, tons of salt though.","If you suffer high blood pressure these MAY cause you to have issues, I don't mess around when I say it. So be forewarned, while I am young and don't have any blood pressure issues I know others that have. So keep this in mind that the salt content is a little extreme.<br /><br />The chips are good, not potatoe-y tasting, though. Taste like a pringle feels like a starchy corn chip.<br /><br />And here is some information about their newly added flavor, Jalapeno, I have received the ingredient list for everybody here to examine before purchasing since it is currently hard to find..<br /><br />---JALAPENO INGREDIENTS----<br /><br />NATURAL POTATO INGREDIENTS (POTATO FLAKES, POTATO STARCH), SUNFLOWER,<br />SAFFLOWER, AND/OR CANOLA OIL, JALAPENO SEASONING (DEHYDRATED VEGETABLES,<br />[GREEN BELL PEPPER, PARSLEY, GARLIC, ONION, GREEN ONION], SALT, SUGAR,<br />MALTODEXTRIN, RICE FLOUR, CITRIC ACID, JALAPENO PEPPER, YEAST EXTRACT,<br />TORULA YEAST, SPICE, NATURAL FLAVOR), RICE FLOUR, JALAPENO PEPPER EXTRACT,<br />SALT.<br /><br />-------------------------"
485577,485578,B001RVFERK,A1UTHTRTTVF7W8,Bookbabe14,2,2,5,1298851200,GREATEST SNACK TO KEEP WEIGHT OFF!!!,"As any dieter knows, it is difficult to give up one's favorite snacks, especially if you crave salty, crispy chips.  I have kept 40 pounds off for 2 years, and these Popchips have been my go to snack; in fact I EAT THEM EVERY DAY!!  They fill my craving for salty chips for very few calories.  One small bag does it for me.  I like the original, but the other flavors are also good!  Without these, I may have had to eat regular chips and had difficulty keeping my weight off.  Popchips are a dieter's dream!"
485578,485579,B001RVFERK,A2UEO5XR3598GI,Rich K,2,2,5,1296691200,"YUMMY, YUMMY a little bit of love for your Tummy","Hey!!  these things taste good. At first I thought they would be like Pringles,"" which I don't care for "" but they are not. Hard to explain since I don't know what to compare them too. I guess I would call them light and fluffy and yet nice and crisp with a great natural flavor.<br /><br /> These have taken some of the guilt out of eating this type of snack for me. I love potato chips but they are loaded with lots of unhealthy things. I'm not saying these are healthy, just a lot less unhealthy than chips.<br /><br /> For starters these are all natural with very little fat and fairly low in carbs for a food of this type. My sugar is high but I feel comfortable eating these in moderation since the carbs are lower than chips.<br /><br />  I originally bought the variety pack so I could try them all, and I liked them all although somewhat partial to the Cheddar. It's just a matter of what mood I am in as to which one I'll choose.<br /> Unfortunately they are a bit pricy if you don't get them on sale. I just wish these came in a larger bag as opposed to the individual servings which are always more expensive.<br /><br /> Everyone has a different idea of good, so this is something you are going to have to try for yourself to decide."
485579,485580,B001RVFERK,A3HPCRD9RX351S,Spudman,2,2,5,1293321600,Extraordinary Chips,"Popchips are no ordinary chips. What's in them is as good as what's not in them.<br />No preservatives. No artificial flavors. No saturated fat. No gluten ingredients.<br />Popchips are thicker than ordinary chips. They're crunchy ,zesty, tasty, and not overly salty. I like that there's no greasy residue on my hands after eating some.<br /><br />The chips are uniform in size, strong enough to dip, and small enough to make double dipping unnecessary.<br />After sampling these for the first time, I'm looking forward to enjoying these great tasting and satisfying chips again."
485580,485581,B001RVFERK,A3F8AMXZFG76OY,Brenda Persson,2,2,5,1280102400,Love these chips,These chips have a great flavor.  My husband loves these and they work great in a healthy diet.
485581,485582,B001RVFERK,AWTKTZE0YCLOG,EDToile,2,2,5,1279929600,For Chip Lovers,"I love potato chips and when I go at it I always eat more than I should.  A whole bag of chips can be more than 1000 calories and 80 grams of fat.  Pop chips are a partial solution.  They are very tasty, crunchy and satisfy my chip urge.  A whole bag of chips (3 servings) is 360 calories and 12 grams of fat.  These chips are not fried but they taste very good.  Try em."
485582,485583,B001RVFERK,A2GPJR489OIH42,sb-lynn,2,2,5,1277510400,"So much better than ""baked"" chips","About 3 months ago I stayed at a hotel in Los Angeles and these chips were in the room, offered comp to hotel guests. I am not sure I would've tried them otherwise, but I am glad I did and now I'm addicted. I am a thin person so it's all about the taste for me, calories are not an issue. I've never really liked the taste of greasy chips, but baked chips seemed so bland. These chips are the best  and you should give them a try. They are tasty and not greasy. My personal favorite is the original potato flavor, but they are all pretty good.<br /><br />Highly recommended. I don't normally review food products but these were so good I wanted to share."
485583,485584,B001RVFERK,A3UEVIEUHPYG9I,Valentine,2,2,4,1276819200,"tasty, but pricey. but beware the shipping!","I tried these chips looking for a healthy snack and they are quite tasty.  The packing/shipping however leaves a lot to be desired.  My box came completely smashed up and all the bags are crushed, with only about 1/4 of the chips in each bag actually intact. The rest are crumbs and dust.  VERY disappointed in the packaging.  There should be a box within a box and some type of protection..ie packing peanuts."
485584,485585,B001RVFERK,AOB4R397Z9F5C,SC Houston,2,2,5,1269475200,The Barbecue are my favorite chips!!!,"PopChips are the best potato chips I have ever had, hands down. The BBQ flavor is strong and tangy. The calories and fat are very low. No frying, so the chips are very healthy - at least for a chip. You can satisfy that salt and crunch craving with these, no problem. But they are truly addicting - I could only find them sporadically in my local grocery (HEB and Randalls both sold them, at least for a time), but once I found them here on Amazon, I started ordering them by the case and get to save money to boot.  These chips are not like regular chips - the texture is different, I assume from the ""popping,"" but once you taste them, you will become addicted, too! One of my all-time favorite snack foods!!"
485585,485586,B001RVFERK,A4YE5PF9QQMSO,Deborah J. Christian,2,2,5,1252454400,wow,The garlic are good but the vinegar and salt are the best. I am so addicted I signed up for the bi-monthly shipments. If you like vinegar and salt potato chips you will love these.
485586,485587,B001RVFERK,A369XPXR47NQPZ,Core,0,0,5,1287360000,Delicious BBQ Chips,"Great tasting BBQ Chips. Going to buy more.<br /><br />At first, looking at the size of the bags, and just thinking about the concept of ""Popped chips"" I was on the fence. Glad I finally made up my mind.<br /><br />My only complaint is, that these bags are so small. I want to purchase a regular size bag. Maybe a box of six or something. Because if you buy in bulk you save. Having to buy a box of 24... all that extra packaging is going to cost you."
485587,485588,B001RVFERK,A2OYA2I41LL5Y2,Howard Fan,0,0,5,1287360000,"An Excellent, Tasty HEALTHY Chip!","I've been eating these chips for a couple years now and I LOVE THEM!  They are wayyyy healthier than a regular potato chip, and they are wayyyy tastier than a baked chip.<br /><br />I highly recommend these chips to anyone!<br /><br />If you haven't tried them, you should!! You'll love 'em!"
485588,485589,B001RVFERK,AIQZWUEP9WOEI,"N. Martinez ""Fit Lady""",0,0,5,1286668800,SO YUMMY,You can never go wrong with Popchips if you're looking for a healthy AND tasty snack.  The best BBQ chips ever!
485589,485590,B001RVFERK,A151KAVXT75W4I,Tracy,0,0,5,1286582400,Yum!,"I love, love, love the Salt & Pepper Popchips. Have to order them in the individual bags or I will eat the whole thing!!  Thank goodness for portion control :-) 1 bag is only 2 points on WW."
485590,485591,B001RVFERK,A1LZG70DVLC8U1,"Elandra ""Elandra""",0,0,5,1285113600,Salt & Pepper Popchips are the BEST!!!,"I love this product. I like some of the other flavors, but this one is the very best. Like mashed potatoes in a chip...and it's hard not to eat the whole bag. And let me tell you, if you do that at least they are healthier than the other options. I couldn't find my favorite flavor in my area though. I found the other flavors (sour cream & onion, cheddar, barbeque & original), but not my favorite. So I went this route & couldn't be happier. Yum! But these are MY chips...get your own. :-)"
485591,485592,B001RVFERK,A70V6PZL3M9SH,justMe,0,0,4,1285113600,some flavors are great,"I bought the variety box of Popchips and some flavors are really great and others are not. I loved the sour cream and onion, original, and salt and vinegar. Was not a fan of the bbq (kind of bitter), salt and pepper (too peppery), and the cheddar (not a fan of cheddar flavored stuff). I would definitely buy the sour cream and onion and original flavored ones again! So crispy and crunchy and great chip-like flavor. They remind me of regular pringles but with more crunch and flavor!"
485592,485593,B001RVFERK,A2KQQXBHO47G3K,S. Randon,0,0,4,1284854400,Crisp and tasty,These chips are sooooo much better than regular potato chips because they seem to be fat-free yet they carry a lot of flavor.  The only problem is I tend to eat too many if I don't portion them out.
485593,485594,B001RVFERK,A1Y85QHQ2TAYI2,"Guitar Guy ""GG""",0,0,5,1284681600,Yummy!,"Okay, I'm a popchip addict, the first step is admitting there's a problem. I first tried them when they were served to me instead of chips in a deli in NYC. I kept the bag and found them on Amazon and started buying them by the case. Not as salty as regular chips, they also have considerably less grease, more of a tasty rice cake experience than a greasy Lay's chip. I have bought cases of the single-serve bags, and end up giving them to friends and coworkers, who turn around and order them for themselves. Yeah, they are good."
485594,485595,B001RVFERK,A1MOSL8Z26PB1C,Earl Schube,0,0,5,1284336000,Fantastic tasting healthy or not!,"These chips are great for snacking regarless that they are healthy!  They don't taste like health food but they are.  I love the vinegar and sea salt the best.  My only complaint is that the bags are large but the amount of actual product is slim, I always wanted more of them."
485595,485596,B001RVFERK,AT9TCGPTWO5ZY,Susan M. Keller,0,0,5,1284249600,yummy!,Sweet potato popchips are awesome!  They're a little like a kettle corn where you have the salty and the sweet.  Yummy!
485596,485597,B001RVFERK,A2ZEFDVX4X5TPX,"Thomas A. Roberts ""tomrgalvtx""",0,0,4,1284163200,always something new and different,"If you like potato chips, then, you must try these.  They are different but you will know what you have.  Seems to be totally greaseless and very crunchy and tasty.I intend to get the other flavors in the near future."
485597,485598,B001RVFERK,A3ADBYBYDD0GHW,"K Anderson ""Kathy""",0,0,5,1284076800,great substitute for my favorite potato chip,"just a quick note to let people know this is an excellent tasting, low calorie chip and love ordering these individual sized bags. I'm a 10-year plus Weight Watcher still maintaining my weight loss, and thanks to products like these that do not taste at all like ""diet"" food, I can enjoy all my cravings..one slight problem, my husband loves them too, and so now we have to order more!! :-)"
485598,485599,B001RVFERK,A2PF3ZG1OBOIPG,Watch Collector,0,0,4,1283817600,"tasty, but very salty","I am a salty snack person, but this is over the top salty.  The chip is flavorful, and it is not greasy (just as you would expect).  I did not hate them, but I will not be buying any more."
485599,485600,B001RVFERK,A2KQY2NLA4N9X6,sorian 1,0,0,5,1283731200,gotta love em,"these pop chips rock, better than baked or fried.Crunchy,salty,100 cal. who could ask for more? I usually buy a box of 24 a month. Definitely worth it. Weight watchers- 2 pts.These are my favorite snacks."
485600,485601,B001RVFERK,A2U3W2PBPO5YQ,"G. T. Frick ""GT""",0,0,4,1283558400,A tasty snack without the bad stuff.....,"However the first thing to note about these is your going to be hammered with a strong garlic/onion after taste. And your significant other will remind you of this the next day. lol...But not hydro oils or fructose corn syrup or other stuff that should no longer be in any of our snacks are NOT in these. I have replaced the regular potato chips,""even the baked ones"" with these. I think they're better. Going to try the sea salted vinegar ones as well as the plains. Will report following. (Id give these a 4.5 if I could)<br /> ***One other thing to note;if you have soft skin in your mouth these may scratch it up."
485601,485602,B001RVFERK,A1JV0ROYWBB8JE,serenity,0,0,5,1283472000,The Very Best Chips,"This is my third order of Popchips.  My husband and I both love them, and he takes a bag in lunch nearly every day.  I shared them with coworkers, also, and they thought they were great.  You won't be disappointed."
485602,485603,B001RVFERK,A2MVSBOOTQOMSS,swais,0,0,5,1283385600,The Barbeque Popchips Are Awesome!,"I first tried a small bag of the Barbeque Popchips on a business trip in California.  They were so good I bought several extra bags and brought them home with me for my kids to try (9 and 10 year olds).  They liked them so much, I ordered a 24 pack online so they could have one in their lunch each day.  My kids shared these chips with their friends at lunch and told me that everyone loved them!  All their friends wanted to know where we got them from!"
485603,485604,B001RVFERK,A2I9IRYIQM8XJK,Mark,0,0,4,1283299200,Healthy and tasty!,"I have tried original, BBQ and salt and vinegar. They all they good, the BBQ is the most flavorful. The salt and vinegar is a bit off, and it kind of has that ""hmm this taste like health food"". Which the BBQ doesn't have that effect at all. Though I'm still happy with my purchase. I have always been a fan of Popchips and always recommend my friends and family to eat this instead of their fried trans fatty chips."
485604,485605,B001RVFERK,A1AB6ZIKH3GRN6,merandrachsmom,0,0,5,1283212800,Low Fat??,These are really good and they don't taste like diet food at all!  My kids love them in their lunchbox.
485605,485606,B001RVFERK,A8D0C9SK4ZXTQ,"Emile Von Smith ""Deal finder""",0,0,5,1283212800,YUM!,"No, these do not taste exactly like potato chips, they taste kind of like diet-food.  But not in a bad way.  They are by far the BEST alternative to potato chips.  Waaayyy better than those ""baked"" potato chips."
485606,485607,B001RVFERK,A3H0GW48UJ37RA,Nicholas Varichak,0,0,5,1283126400,Awesome,these are great<br />they are healthy snacks and they taste great and they feel like a cheese puff in your mouth i love it
485607,485608,B001RVFERK,A2D6TW1QVEX2M1,reeds,0,0,5,1283126400,great chips,"I loved these chips.  Even my teenager loved these things.  I only got the Salt and Pepper in my first order, but I have now ordered a variety package. I am really looking forward to trying the others."
